COMPANY_CD_FSK,CUSTOMER_CD_FSK,PRODUCT_CD_FSK,INVOICE_YEAR_MONTH,QUANTITY_PIECES,GROSS_SALES
127,4216,494739,2021-07-01 00:00:00,24,4332.04
127,3584,511289,2021-01-01 00:00:00,288,4331.52
127,4216,496584,2021-04-01 00:00:00,20,4316.8
127,3584,507034,2021-01-01 00:00:00,212,4314.5
213,32345328,154555062,2021-11-01 00:00:00,76,4294.44
72,19394766,90968731,2021-05-01 00:00:00,10,4291.47
127,3030,495485,2021-03-01 00:00:00,28,4288.2
127,1607,494311,2021-02-01 00:00:00,80,4287.6
127,4462,512136,2021-09-01 00:00:00,384,4277.32
127,3584,500445,2021-08-01 00:00:00,120,4263.3
127,4216,490007,2021-04-01 00:00:00,34,4259.52
127,4216,491682,2021-04-01 00:00:00,112,4258.68
127,847,503972,2021-11-01 00:00:00,60,4254.6
127,4462,489163,2021-04-01 00:00:00,40,4218.92
127,1872,504167,2021-11-01 00:00:00,3600,4216.32
213,32353079,154557242,2021-08-01 00:00:00,36,4210.56
127,847,497832,2021-04-01 00:00:00,416,4209.92
127,3584,489326,2021-10-01 00:00:00,32,4201.7
213,32351569,154563705,2021-01-01 00:00:00,4000,4200
127,4176,502304,2021-03-01 00:00:00,222,4178.04
127,4462,509194,2021-04-01 00:00:00,24,4175.14
127,871,498311,2021-09-01 00:00:00,18900,4158
213,32353079,154559795,2021-06-01 00:00:00,780,4157.4
127,4216,504006,2021-04-01 00:00:00,20,4157.02
127,1285,512136,2021-11-01 00:00:00,936,4156.08
127,3584,496822,2021-06-01 00:00:00,420,4154.64
127,3584,503481,2021-09-01 00:00:00,8,4152.88
127,1872,511089,2021-11-01 00:00:00,240,4147.2
211,3466244,13022626,2021-05-01 00:00:00,3600,4140
72,19392432,90942849,2021-06-01 00:00:00,4,4139.15
127,4216,490967,2021-04-01 00:00:00,16,4138.5
127,620,13102933,2021-03-01 00:00:00,2,4134
127,4176,505145,2021-07-01 00:00:00,10,4125.34
127,847,499061,2021-06-01 00:00:00,200,4118
127,847,499061,2021-09-01 00:00:00,200,4118
127,847,499061,2021-11-01 00:00:00,200,4118
127,3030,493938,2021-03-01 00:00:00,64,4107.04
211,3483291,12976122,2021-10-01 00:00:00,734,4103.06
127,4176,510666,2021-05-01 00:00:00,12,4100.96
72,19392432,90973925,2021-10-01 00:00:00,96,4098.63
127,4462,503027,2021-04-01 00:00:00,140,4095.62
127,847,509342,2021-04-01 00:00:00,1800,4086
127,847,509342,2021-09-01 00:00:00,1800,4086
127,1872,499508,2021-11-01 00:00:00,2400,4078.08
211,3458229,12990480,2021-03-01 00:00:00,1020,4069.8
213,32351569,154564340,2021-07-01 00:00:00,600,4062
127,4216,504438,2021-02-01 00:00:00,20,4057.06
127,4216,503481,2021-04-01 00:00:00,8,4055.56
127,4462,510150,2021-04-01 00:00:00,24,4054.76
127,4216,496407,2021-02-01 00:00:00,20,4048.78
127,4216,504006,2021-02-01 00:00:00,20,4048.78
127,4176,505145,2021-06-01 00:00:00,10,4047.98
127,1872,501648,2021-11-01 00:00:00,2800,4032
127,3584,497832,2021-06-01 00:00:00,100,4017.96
127,3584,489326,2021-06-01 00:00:00,32,4009.24
127,4176,489326,2021-06-01 00:00:00,32,4009.24
127,9048780,508124,2021-04-01 00:00:00,2,4000
127,847,509342,2021-02-01 00:00:00,1800,3996
127,4237,489326,2021-08-01 00:00:00,40,3991.96
127,4176,497952,2021-08-01 00:00:00,44,3981.68
127,4176,503641,2021-06-01 00:00:00,6,3973.14
127,3584,492323,2021-06-01 00:00:00,36,3969.22
127,3030,501615,2021-09-01 00:00:00,520,3967.6
127,1872,504167,2021-02-01 00:00:00,3600,3967.2
127,1872,504167,2021-05-01 00:00:00,3600,3967.2
127,2484,508124,2021-03-01 00:00:00,2,3960
127,4462,508124,2021-04-01 00:00:00,2,3960
127,4462,508124,2021-06-01 00:00:00,2,3960
127,2433,499042,2021-11-01 00:00:00,84,3944.64
127,4462,508148,2021-07-01 00:00:00,114,3938.62
127,3584,493806,2021-01-01 00:00:00,560,3935.94
127,3584,500445,2021-01-01 00:00:00,120,3930.74
127,4462,488668,2021-01-01 00:00:00,140,3926.36
127,3030,496288,2021-09-01 00:00:00,120,3924.9
127,3584,489326,2021-04-01 00:00:00,32,3915.24
127,1872,489722,2021-02-01 00:00:00,240,3907.92
127,1872,489722,2021-05-01 00:00:00,240,3907.92
127,3584,503027,2021-12-01 00:00:00,120,3906.96
127,4462,503677,2021-06-01 00:00:00,92,3902.16
127,4216,511413,2021-02-01 00:00:00,40,3901.38
127,671,506920,2021-03-01 00:00:00,4,3900
127,4216,508388,2021-02-01 00:00:00,20,3895.18
127,4216,510012,2021-02-01 00:00:00,20,3879.86
127,1530,511404,2021-09-01 00:00:00,120,3875.04
127,4462,500445,2021-10-01 00:00:00,120,3872.22
213,32351569,154550476,2021-07-01 00:00:00,800,3872
72,19392461,90967654,2021-04-01 00:00:00,4,3867.2700000000004
127,2433,502436,2021-11-01 00:00:00,30,3866.2
241,5664978,22638605,2021-06-01 00:00:00,0,3864
127,984,499061,2021-02-01 00:00:00,100,3861
127,984,499061,2021-03-01 00:00:00,100,3861
127,1872,508008,2021-11-01 00:00:00,4320,3856.9
127,1872,499508,2021-05-01 00:00:00,2400,3853.2
127,984,503972,2021-02-01 00:00:00,40,3838.4
127,1872,489966,2021-11-01 00:00:00,2560,3833.86
211,3458229,13024327,2021-02-01 00:00:00,2000,3820
127,4462,510150,2021-03-01 00:00:00,22,3812.16
72,19392432,90950911,2021-11-01 00:00:00,128,3809.15
127,1547,494862,2021-12-01 00:00:00,20,3806.72
127,1872,501648,2021-02-01 00:00:00,2800,3803.8
127,1872,501648,2021-05-01 00:00:00,2800,3803.8
127,1872,507563,2021-11-01 00:00:00,2000,3801.6
127,3584,495389,2021-11-01 00:00:00,120,3801.06
127,3273,496035,2021-03-01 00:00:00,10000,3800
127,4176,497952,2021-11-01 00:00:00,40,3793.42
127,871,503531,2021-05-01 00:00:00,4800,3792
127,1285,505256,2021-01-01 00:00:00,60,3777.6
72,19392432,90965329,2021-03-01 00:00:00,24,3755.16
72,19393228,90956590,2021-03-01 00:00:00,8,3743.12
241,5664978,22633164,2021-03-01 00:00:00,1592,3741.2
127,4462,501361,2021-04-01 00:00:00,88,3740.24
127,4462,510666,2021-04-01 00:00:00,12,3735.66
127,847,512564,2021-11-01 00:00:00,30,3735.3
127,4462,507386,2021-08-01 00:00:00,192,3734.04
211,3483291,12976122,2021-09-01 00:00:00,666,3722.94
241,5664978,22598810,2021-07-01 00:00:00,760,3720.22
127,3584,508553,2021-04-01 00:00:00,2,3712.8
127,4462,508553,2021-03-01 00:00:00,2,3712.8
127,1285,507386,2021-11-01 00:00:00,456,3707.28
127,3584,489326,2021-01-01 00:00:00,32,3697.46
127,4216,498192,2021-08-01 00:00:00,24,3693.96
72,19392432,90947523,2021-06-01 00:00:00,40,3690.64
241,5664978,22618431,2021-03-01 00:00:00,830,3685.2
127,4216,507386,2021-08-01 00:00:00,128,3683.24
127,4216,498192,2021-03-01 00:00:00,24,3681.02
127,4462,505145,2021-05-01 00:00:00,10,3669.2
127,4216,500203,2021-07-01 00:00:00,4,3664.18
127,4993,502101,2021-02-01 00:00:00,48,3662.88
72,19392432,90978150,2021-10-01 00:00:00,32,3662.2799999999997
127,3030,13102933,2021-03-01 00:00:00,2,3657.7
127,4462,489326,2021-04-01 00:00:00,32,3655.34
127,4462,512136,2021-03-01 00:00:00,336,3655
127,1872,508008,2021-05-01 00:00:00,4320,3652.56
127,3584,511874,2021-06-01 00:00:00,8,3650.66
72,19394766,90932793,2021-06-01 00:00:00,4,3645.5
127,4462,490967,2021-10-01 00:00:00,20,3641.88
127,1281,496822,2021-01-01 00:00:00,300,3637.8
127,4462,497724,2021-10-01 00:00:00,192,3635.56
127,4462,500445,2021-08-01 00:00:00,120,3633.28
127,3584,495389,2021-09-01 00:00:00,120,3627.18
127,3584,509194,2021-05-01 00:00:00,20,3625.3
127,1872,489966,2021-05-01 00:00:00,2560,3623.68
127,1281,493670,2021-04-01 00:00:00,16,3621.3
127,3584,497952,2021-06-01 00:00:00,40,3619.72
72,19393927,90956786,2021-08-01 00:00:00,8,3617.63
72,19392432,90942059,2021-02-01 00:00:00,64,3605.74
72,19392432,90975701,2021-01-01 00:00:00,2,3600.34
127,3273,496035,2021-01-01 00:00:00,10000,3600
211,3481908,13063876,2021-02-01 00:00:00,26,3599.96
127,620,500948,2021-05-01 00:00:00,290,3598.18
127,4216,505216,2021-04-01 00:00:00,14,3597.38
127,1285,507386,2021-06-01 00:00:00,482,3595.16
127,1872,496529,2021-11-01 00:00:00,5760,3594.24
72,19394766,90967654,2021-04-01 00:00:00,4,3592.52
127,1872,507563,2021-02-01 00:00:00,2000,3591
127,1872,507563,2021-05-01 00:00:00,2000,3591
211,3459454,12955291,2021-05-01 00:00:00,550,3586
72,19392432,90933731,2021-01-01 00:00:00,384,3584.7700000000004
127,1607,501537,2021-02-01 00:00:00,80,3574.8
127,2433,495349,2021-11-01 00:00:00,72,3572.92
127,3273,503531,2021-05-01 00:00:00,3040,3556.8
72,19392432,90983167,2021-08-01 00:00:00,120,3551.6099999999997
127,4462,508388,2021-07-01 00:00:00,24,3549.86
127,1872,501276,2021-11-01 00:00:00,870,3549.6
127,3584,493634,2021-10-01 00:00:00,4,3547.34
127,3584,496822,2021-05-01 00:00:00,360,3547.2
127,2289,503677,2021-01-01 00:00:00,50,3542.56
213,32348670,154567569,2021-06-01 00:00:00,96,3541.44
211,3483291,13037668,2021-11-01 00:00:00,3000,3540
72,19392432,90944112,2021-11-01 00:00:00,20,3537.7
127,4216,497952,2021-04-01 00:00:00,40,3534.96
127,4216,492323,2021-07-01 00:00:00,28,3515.9
127,1285,503677,2021-07-01 00:00:00,206,3514.36
127,4462,492323,2021-09-01 00:00:00,36,3507.68
127,1285,493990,2021-11-01 00:00:00,24,3495.84
127,847,510722,2021-06-01 00:00:00,168,3492.72
127,847,510722,2021-09-01 00:00:00,168,3492.72
127,847,510722,2021-11-01 00:00:00,168,3492.72
127,871,504341,2021-09-01 00:00:00,9600,3492
127,3584,504006,2021-11-01 00:00:00,20,3491.78
127,5392,497832,2021-06-01 00:00:00,72,3487.48
127,4216,507386,2021-05-01 00:00:00,128,3486.76
127,620,506067,2021-02-01 00:00:00,112,3484.84
127,4993,508151,2021-02-01 00:00:00,4,3476
72,19394766,90939083,2021-06-01 00:00:00,4,3469.76
127,3584,492323,2021-10-01 00:00:00,30,3466.5
127,847,503677,2021-05-01 00:00:00,216,3462.48
127,847,503677,2021-08-01 00:00:00,216,3462.48
127,847,503677,2021-11-01 00:00:00,216,3462.48
127,3584,511404,2021-01-01 00:00:00,126,3462.42
127,1872,510512,2021-11-01 00:00:00,2400,3456
211,3468752,13056430,2021-10-01 00:00:00,2400,3456
127,3584,497832,2021-04-01 00:00:00,88,3452.86
127,1872,508008,2021-02-01 00:00:00,4108,3449.64
127,4216,509604,2021-05-01 00:00:00,8,3449.02
127,4216,500523,2021-03-01 00:00:00,12,3447.4
127,4462,502304,2021-07-01 00:00:00,198,3444.1
127,1872,499508,2021-02-01 00:00:00,2140,3435.78
127,4462,511289,2021-03-01 00:00:00,236,3422.94
127,4216,495382,2021-10-01 00:00:00,100,3416.18
72,19392432,90935428,2021-11-01 00:00:00,32,3416.1400000000003
127,620,497776,2021-02-01 00:00:00,170,3411.3
127,4176,492323,2021-07-01 00:00:00,32,3406.92
127,1872,489966,2021-02-01 00:00:00,2400,3397.2
127,4216,507386,2021-02-01 00:00:00,128,3395.08
127,3584,511761,2021-02-01 00:00:00,6,3395.04
127,1530,503964,2021-09-01 00:00:00,20,3394.62
127,1872,496529,2021-05-01 00:00:00,5760,3392.64
127,847,503677,2021-02-01 00:00:00,216,3391.2
127,847,503677,2021-03-01 00:00:00,216,3391.2
127,4176,497952,2021-01-01 00:00:00,40,3389.76
127,3584,512136,2021-04-01 00:00:00,288,3386.88
127,2484,510069,2021-02-01 00:00:00,20,3383
72,19392432,90980295,2021-08-01 00:00:00,440,3382.48
127,3584,497756,2021-07-01 00:00:00,34,3368.02
127,4216,497756,2021-02-01 00:00:00,36,3366.56
127,3584,504402,2021-09-01 00:00:00,40,3360.54
127,620,501615,2021-05-01 00:00:00,440,3357.2
127,3273,496035,2021-06-01 00:00:00,8820,3351.6
127,1530,505145,2021-07-01 00:00:00,8,3350.26
211,3468752,12962384,2021-11-01 00:00:00,1600,3344
241,5664978,74395017,2021-07-01 00:00:00,0,3340.76
127,3584,504006,2021-06-01 00:00:00,20,3331.86
127,620,497776,2021-05-01 00:00:00,162,3329.1
127,871,498311,2021-05-01 00:00:00,15120,3326.4
241,5664978,22598810,2021-03-01 00:00:00,700,3325
127,4462,497247,2021-03-01 00:00:00,68,3322.98
127,3030,501615,2021-03-01 00:00:00,450,3319.06
127,2484,512088,2021-02-01 00:00:00,12,3317.6
127,847,506920,2021-06-01 00:00:00,20,3316.4
127,4462,503027,2021-01-01 00:00:00,120,3315.58
127,4462,496584,2021-01-01 00:00:00,16,3311.1
72,19392432,90933731,2021-08-01 00:00:00,352,3307.32
127,4216,493634,2021-05-01 00:00:00,4,3305.54
127,3584,508990,2021-01-01 00:00:00,42,3305.52
127,1285,489288,2021-05-01 00:00:00,16,3302.56
127,2484,503677,2021-07-01 00:00:00,72,3301.48
127,3584,503677,2021-08-01 00:00:00,72,3301.48
127,20751556,496646,2021-10-01 00:00:00,12,3292.32
127,3584,503967,2021-08-01 00:00:00,24,3287
127,4176,503967,2021-07-01 00:00:00,24,3287
127,3584,503964,2021-09-01 00:00:00,20,3281.4
127,1872,501276,2021-02-01 00:00:00,1000,3277.5
127,4462,511289,2021-07-01 00:00:00,220,3267.4
127,4218,492663,2021-04-01 00:00:00,60,3267.24
127,4462,507034,2021-04-01 00:00:00,160,3267.08
127,3584,505895,2021-05-01 00:00:00,60,3266.54
127,4216,503027,2021-02-01 00:00:00,80,3265.86
127,1285,504326,2021-09-01 00:00:00,18,3264.66
127,1872,510512,2021-02-01 00:00:00,2400,3260.4
127,1872,510512,2021-05-01 00:00:00,2400,3260.4
127,871,492164,2021-01-01 00:00:00,66,3248.52
213,32353079,154555172,2021-08-01 00:00:00,280,3236.8
72,19393228,90970253,2021-03-01 00:00:00,8,3233.6
127,847,512136,2021-06-01 00:00:00,768,3233.28
127,847,512136,2021-08-01 00:00:00,768,3233.28
127,847,512136,2021-11-01 00:00:00,768,3233.28
127,3584,511289,2021-10-01 00:00:00,192,3230.6
241,5664978,22631761,2021-03-01 00:00:00,680,3230
127,871,490604,2021-08-01 00:00:00,224,3227.84
127,2484,503677,2021-03-01 00:00:00,72,3224.16
127,3584,503607,2021-05-01 00:00:00,20,3224.1
127,4462,506453,2021-01-01 00:00:00,16,3224
127,4216,505145,2021-05-01 00:00:00,8,3222.92
127,3584,502725,2021-09-01 00:00:00,40,3222.4
72,19392432,90947457,2021-08-01 00:00:00,32,3215.67
211,3468752,12995479,2021-06-01 00:00:00,2982,3215.1
72,19392432,90947457,2021-07-01 00:00:00,32,3214.86
127,3584,497832,2021-05-01 00:00:00,80,3214.36
127,3584,503967,2021-02-01 00:00:00,24,3209.96
127,3584,503967,2021-03-01 00:00:00,24,3209.96
127,4216,496675,2021-09-01 00:00:00,62,3209.92
211,3468752,13047763,2021-10-01 00:00:00,4320,3196.8
127,4462,503745,2021-04-01 00:00:00,72,3194.68
127,1285,493001,2021-09-01 00:00:00,30,3188.4
72,19394766,90946585,2021-05-01 00:00:00,6,3185.0299999999997
127,3584,38384290,2021-06-01 00:00:00,2,3183.16
213,32353079,154551685,2021-02-01 00:00:00,360,3182.4
213,32351569,154561714,2021-03-01 00:00:00,6000,3180
127,4462,497247,2021-04-01 00:00:00,68,3176.38
127,3307,505704,2021-01-01 00:00:00,120,3175.2
211,3481908,13012568,2021-07-01 00:00:00,60,3172.8
127,20751556,77269475,2021-10-01 00:00:00,8,3170.16
127,3584,508525,2021-01-01 00:00:00,280,3167.28
127,847,508990,2021-02-01 00:00:00,120,3166.8
127,847,488668,2021-08-01 00:00:00,320,3164.8
127,847,512136,2021-02-01 00:00:00,768,3164.16
127,847,512136,2021-03-01 00:00:00,768,3164.16
127,4216,495385,2021-03-01 00:00:00,12,3163.5
127,871,503531,2021-01-01 00:00:00,4000,3160
127,871,503531,2021-04-01 00:00:00,4000,3160
127,3584,493299,2021-03-01 00:00:00,8,3148.8
127,1281,505216,2021-04-01 00:00:00,12,3147.84
72,19394766,90957473,2021-08-01 00:00:00,2,3145.33
127,2433,499671,2021-11-01 00:00:00,80,3142.4
127,4993,505428,2021-12-01 00:00:00,24,3136.56
127,3030,499215,2021-09-01 00:00:00,200,3136
213,32351569,154559278,2021-07-01 00:00:00,5600,3136
213,32351569,154559278,2021-11-01 00:00:00,0,3136
127,1285,509342,2021-11-01 00:00:00,1520,3131.2
127,537,508392,2021-11-01 00:00:00,300,3129
72,19392461,90964934,2021-04-01 00:00:00,4,3128.48
211,3466244,12997890,2021-03-01 00:00:00,1980,3128.4
127,1547,503923,2021-12-01 00:00:00,20,3125.12
127,3584,503095,2021-03-01 00:00:00,60,3123.32
127,847,507324,2021-07-01 00:00:00,16,3123.04
127,4218,510502,2021-11-01 00:00:00,80,3121.2
127,20751556,494646,2021-10-01 00:00:00,40,3119.2
127,1547,497247,2021-10-01 00:00:00,80,3116.8
127,4176,506584,2021-07-01 00:00:00,26,3115.28
127,1872,500193,2021-11-01 00:00:00,4000,3110.4
127,3584,511187,2021-05-01 00:00:00,18,3108.3
127,3584,501361,2021-06-01 00:00:00,96,3106.36
127,4462,497724,2021-07-01 00:00:00,168,3103.54
127,847,488668,2021-02-01 00:00:00,320,3100.8
127,847,503027,2021-02-01 00:00:00,320,3100.8
127,1285,510150,2021-04-01 00:00:00,60,3097.8
127,4462,501197,2021-07-01 00:00:00,2,3091.14
127,4216,490231,2021-09-01 00:00:00,48,3087.5
127,590,491394,2021-10-01 00:00:00,2,3085.78
72,19392432,90953038,2021-03-01 00:00:00,32,3074.74
127,1872,496529,2021-02-01 00:00:00,5200,3062.8
127,4218,505213,2021-11-01 00:00:00,26,3062.48
72,19392432,90953038,2021-01-01 00:00:00,32,3060.79
127,847,494255,2021-07-01 00:00:00,200,3056
72,19392432,117261166,2021-10-01 00:00:00,8,3055.8900000000003
127,3584,491453,2021-06-01 00:00:00,140,3045
213,32348670,154547408,2021-07-01 00:00:00,60,3036.6
127,4462,512088,2021-09-01 00:00:00,14,3033.16
127,590,489947,2021-05-01 00:00:00,30,3027.6
127,4216,509194,2021-07-01 00:00:00,12,3024.4
213,32357561,154566469,2021-05-01 00:00:00,80,3022.4
127,5284,498192,2021-03-01 00:00:00,20,3019.6
127,5284,498450,2021-03-01 00:00:00,20,3019.6
127,5284,504612,2021-03-01 00:00:00,20,3019.6
127,2124,508990,2021-11-01 00:00:00,112,3017.82
127,590,491394,2021-09-01 00:00:00,2,3015.1
127,4462,506453,2021-09-01 00:00:00,14,3012.82
127,4216,491199,2021-07-01 00:00:00,12,3012.48
127,4216,510150,2021-07-01 00:00:00,12,3012.48
213,32353079,154555172,2021-02-01 00:00:00,280,3007.2
127,4176,492323,2021-04-01 00:00:00,28,3001.88
127,2598,505263,2021-06-01 00:00:00,60,2991.6
72,19392461,90934545,2021-04-01 00:00:00,4,2989.5
127,847,506453,2021-04-01 00:00:00,50,2988
127,1285,509342,2021-07-01 00:00:00,1450,2987
127,1872,500946,2021-11-01 00:00:00,2800,2983.68
127,1872,505914,2021-11-01 00:00:00,4200,2983.68
127,3584,511404,2021-08-01 00:00:00,100,2978.6
127,3273,493395,2021-04-01 00:00:00,4800,2976
127,4216,508064,2021-04-01 00:00:00,84,2972.68
127,3030,493938,2021-09-01 00:00:00,44,2972.2
127,871,495641,2021-01-01 00:00:00,3000,2970
127,871,495641,2021-03-01 00:00:00,3000,2970
127,871,495641,2021-04-01 00:00:00,3000,2970
127,871,495641,2021-10-01 00:00:00,3000,2970
127,871,497319,2021-01-01 00:00:00,1800,2970
127,871,498311,2021-10-01 00:00:00,13500,2970
127,1530,503967,2021-09-01 00:00:00,20,2969.64
127,4462,511413,2021-07-01 00:00:00,30,2968.82
127,4462,497756,2021-02-01 00:00:00,32,2967.56
127,1285,509342,2021-06-01 00:00:00,1440,2966.4
127,4216,504612,2021-11-01 00:00:00,18,2962.72
127,620,506067,2021-05-01 00:00:00,92,2957.6
127,4176,496822,2021-04-01 00:00:00,306,2955.96
127,4216,511404,2021-03-01 00:00:00,74,2953.94
127,871,492164,2021-11-01 00:00:00,60,2953.2
211,3466244,13047763,2021-10-01 00:00:00,3924,2943
213,32351569,154563705,2021-09-01 00:00:00,2700,2943
127,847,507386,2021-11-01 00:00:00,384,2941.44
127,4462,497756,2021-04-01 00:00:00,32,2940.78
127,4462,502207,2021-04-01 00:00:00,144,2940.36
127,1285,503677,2021-06-01 00:00:00,172,2934.32
127,620,497549,2021-05-01 00:00:00,90,2930.58
72,19392432,90939642,2021-04-01 00:00:00,32,2929.6099999999997
127,3584,510508,2021-04-01 00:00:00,2,2928.12
127,1872,500193,2021-02-01 00:00:00,4000,2926
127,1872,500193,2021-05-01 00:00:00,4000,2926
211,3458229,12975208,2021-06-01 00:00:00,2000,2920
127,4462,495389,2021-04-01 00:00:00,120,2916.6
127,2289,493670,2021-01-01 00:00:00,12,2916
213,32353079,154546821,2021-12-01 00:00:00,84,2913.96
127,4216,499650,2021-05-01 00:00:00,16,2913.5
127,1285,506454,2021-03-01 00:00:00,144,2911.68
127,4216,496822,2021-03-01 00:00:00,200,2910.56
127,3584,500445,2021-10-01 00:00:00,80,2910.42
127,847,503596,2021-02-01 00:00:00,120,2910
127,1285,504326,2021-05-01 00:00:00,16,2901.92
127,2854,496584,2021-06-01 00:00:00,12,2900.88
127,847,496584,2021-08-01 00:00:00,56,2898
127,1285,511293,2021-07-01 00:00:00,20,2894.2
127,1285,510150,2021-03-01 00:00:00,56,2891.28
72,19394766,122899346,2021-10-01 00:00:00,2,2882.7
127,4462,488931,2021-04-01 00:00:00,12,2880.42
127,4218,498623,2021-11-01 00:00:00,28,2875.74
127,3584,501361,2021-01-01 00:00:00,96,2865.16
127,20751556,77269470,2021-10-01 00:00:00,4,2864.6
72,19392432,90943087,2021-01-01 00:00:00,40,2863.5
72,19392432,90970304,2021-06-01 00:00:00,64,2863.06
127,20751556,500464,2021-11-01 00:00:00,34,2858.38
127,4216,509194,2021-04-01 00:00:00,12,2856.68
127,5392,501529,2021-06-01 00:00:00,76,2855.32
241,5664978,22616334,2021-09-01 00:00:00,0,2854.66
127,1872,501276,2021-05-01 00:00:00,870,2851.42
127,4216,510150,2021-03-01 00:00:00,12,2845.44
213,32351569,154552215,2021-01-01 00:00:00,3600,2844
211,3459454,12997779,2021-05-01 00:00:00,320,2841.6
211,3459454,12955291,2021-08-01 00:00:00,300,2841
211,3481908,12972764,2021-07-01 00:00:00,1700,2839
127,3273,493395,2021-02-01 00:00:00,4800,2832
127,5392,492323,2021-07-01 00:00:00,24,2830.78
127,1872,500946,2021-02-01 00:00:00,2800,2819.6
127,1872,500946,2021-05-01 00:00:00,2800,2819.6
241,5664978,22634951,2021-06-01 00:00:00,0,2819.54
211,3459454,12955291,2021-03-01 00:00:00,480,2816.64
211,3459454,12997779,2021-02-01 00:00:00,352,2813.18
127,4462,509342,2021-01-01 00:00:00,440,2808.96
127,847,508525,2021-11-01 00:00:00,720,2800.8
213,32351569,154552963,2021-06-01 00:00:00,2000,2800
127,20751556,501560,2021-10-01 00:00:00,12,2799.36
127,4176,504402,2021-08-01 00:00:00,34,2797.64
127,1872,505914,2021-02-01 00:00:00,4200,2793
127,1872,505914,2021-05-01 00:00:00,4200,2793
127,4462,508525,2021-04-01 00:00:00,240,2788.56
127,4993,508215,2021-07-01 00:00:00,8,2786.8
127,4993,508215,2021-08-01 00:00:00,8,2786.8
127,4218,497549,2021-04-01 00:00:00,72,2784.06
127,3584,507386,2021-07-01 00:00:00,128,2784
127,4176,507386,2021-06-01 00:00:00,128,2784
213,32357561,154551095,2021-03-01 00:00:00,48,2783.52
127,1285,509875,2021-08-01 00:00:00,6,2780.7
127,4237,511729,2021-06-01 00:00:00,80,2778.1
127,847,497832,2021-02-01 00:00:00,280,2774.8
127,2598,499705,2021-06-01 00:00:00,48,2772
127,3030,508383,2021-03-01 00:00:00,22,2769.66
127,2289,503967,2021-03-01 00:00:00,12,2767.2
127,4216,498450,2021-05-01 00:00:00,18,2760.76
72,19394766,90936266,2021-04-01 00:00:00,28,2753.49
127,5392,506638,2021-07-01 00:00:00,40,2750.8
241,5664978,22633127,2021-09-01 00:00:00,0,2745.34
211,3468752,13056648,2021-10-01 00:00:00,1680,2738.4
127,5392,491453,2021-03-01 00:00:00,100,2735.72
127,4462,502207,2021-01-01 00:00:00,138,2733.42
127,4216,509985,2021-04-01 00:00:00,24,2721.6
127,20751556,507933,2021-10-01 00:00:00,40,2720
127,3584,507386,2021-05-01 00:00:00,128,2718.72
127,4176,507386,2021-05-01 00:00:00,128,2718.72
127,847,490967,2021-02-01 00:00:00,48,2715.84
